repo,path,lines,bytes,families,score,fam_detail,in_base,near_base,sha,reviewed
character-a-analysis,character-a-analysis/context-lab/06-history/harvest/notes-10.md,133,21359,3,309,REGISTRY=5;RULE=3;STRUCT=1,,,b88b727bc866,
misc-vault,misc-vault/01-documents/notes/Заметки по всем файлам №10.md,133,21359,3,309,REGISTRY=5;RULE=3;STRUCT=1,,,b88b727bc866,
portrait-of-taste,portrait-of-taste/reports/audits/2026-07-25-recognition-test-1-failure.md,165,9608,3,309,POSTMOR=1;REGISTRY=4;RULE=4,,,bf520afc2bb0,
portrait-of-taste,portrait-of-taste/reports/merges/merge_manifest_v1_3_0.md,163,12688,3,309,META=1;REGISTRY=1;RULE=7,yes,,85f70087b3f8,
portrait-of-taste,portrait-of-taste/reports/incidents/deploy_pipeline_incident.md,103,8589,3,309,META=2;POSTMOR=1;REGISTRY=6,,,6d96b14f340f,
master-admission,master-admission/docs/WATCHLOG.md,214,19220,3,309,META=1;REGISTRY=3;RULE=5,,,6e7fa0e9ef90,
career,career/CHANGELOG.md,113,7693,3,308,REGISTRY=1;RULE=6;STRUCT=1,,,e1a5c19a071a,
personal-finance-dss,personal-finance-dss/knowledge/guides/expertise_social_promotion_methodology.md,394,45101,3,308,RETRO=1;RULE=6;STRUCT=1,yes,,8a9fc96ce3dd,
personal-finance-dss,personal-finance-dss/docs/reports/retrospectives/model_calibration_retrospective_2026_07.md,124,11803,3,308,REGISTRY=1;RETRO=3;RULE=4,,,25df3c9e017a,
character-a-analysis,character-a-analysis/context-lab/07-chat-sweep.md,198,17358,3,308,META=2;REGISTRY=5;RULE=1,,,b9d72cea989f,
character-a-analysis,character-a-analysis/10-life-history/03-reports/2026-08-19-pixel-stitch-tool-diagnosis.md,174,19018,3,308,META=2;REGISTRY=3;RULE=3,,,1cbe48c34365,
character-a-analysis,character-a-analysis/context-lab/06-history/harvest/notes-02.md,254,26979,3,308,RETRO=1;RULE=3;STRUCT=4,,,cd44df4c5afa,
misc-vault,misc-vault/01-documents/notes/Заметки по всем файлам №2.md,254,26979,3,308,RETRO=1;RULE=3;STRUCT=4,,,cd44df4c5afa,
portrait-of-taste,portrait-of-taste/prompts/MASTER_PROMPT.md,325,17011,3,308,REGISTRY=2;RULE=5;STRUCT=1,,,f40645328a0a,
portrait-of-taste,portrait-of-taste/02-methodology-library/expertise_social_promotion_methodology.md,394,45101,3,308,RETRO=1;RULE=6;STRUCT=1,yes,,8a9fc96ce3dd,
christ-walk,christ-walk/10-personal-and-reflection/О_природе_демонов.docx.md,624,54981,3,308,META=1;RETRO=2;RULE=5,,,82ae776d9f6c,
christ-walk,christ-walk/08-spiritual-warfare/demonology/o-prirode-demonov.md,437,56760,3,308,META=1;RETRO=2;RULE=5,,,f42eb3ea014d,
personal-finance-dss,personal-finance-dss/docs/reports/merges/merge_v4_17_1_report.md,183,18703,3,307,REGISTRY=1;RETRO=2;RULE=4,,,7ceff093bc55,
personal-finance-dss,personal-finance-dss/docs/reports/incidents/bug_028_calendar_fixture_bomb.md,62,4684,3,307,REGISTRY=4;RULE=2;STRUCT=1,,,1e3ca00790c2,
character-a-analysis,character-a-analysis/10-life-history/index.md,139,11452,3,307,META=1;REGISTRY=4;RULE=2,,,6a5e21532f33,
portrait-of-taste,portrait-of-taste/reports/situations/2026-07-refusal-consistency-across-sessions.md,99,8848,3,307,META=1;REGISTRY=3;RULE=3,,,ad8f7cb786a1,
self-map,self-map/06-communication/telegram-Софья.md,2730,164284,3,307,META=1;REGISTRY=2;RULE=4,,,64ae4ad294d4,
christ-walk,christ-walk/09-practical-guidance/metodichka-meditatsiya-po-khristiyanski.md,596,65419,3,307,RETRO=1;RULE=3;STRUCT=3,,,82c3a63e3886,
finpilot,finpilot/SECURITY.md,172,17045,3,306,META=1;POSTMOR=2;RULE=3,,,74e69c5d4706,
personal-finance-dss,personal-finance-dss/SECURITY.md,172,17045,3,306,META=1;POSTMOR=2;RULE=3,,,74e69c5d4706,
personal-finance-dss,personal-finance-dss/tests/test_legal_documents_contract.py,164,10681,3,306,META=1;REGISTRY=1;RULE=4,,,00ab93eb32f3,
personal-finance-dss,personal-finance-dss/docs/frontend_milestone8_plan.md,422,29758,3,306,REGISTRY=2;RULE=3;STRUCT=1,,,e754c4f9b9c5,
personal-finance-dss,personal-finance-dss/docs/public_mirror_state.md,235,22909,3,306,REGISTRY=3;RULE=2;STRUCT=1,,,acd9c81c51ed,
personal-finance-dss,personal-finance-dss/knowledge/guides/roadmap_methodology.md,254,23470,3,306,META=2;REGISTRY=1;RULE=3,,,3dc6c965b484,
personal-finance-dss,personal-finance-dss/knowledge/roles/frontend-finpilot/01_CONTEXT.md,54,3493,3,306,REGISTRY=4;RULE=1;STRUCT=1,,,045927a7c110,
personal-finance-dss,personal-finance-dss/knowledge/roles/analyst-finpilot/01_CONTEXT.md,54,3409,3,306,REGISTRY=3;RULE=2;STRUCT=1,,,ae74a5703601,
personal-finance-dss,personal-finance-dss/knowledge/roles/engineer-finpilot/01_CONTEXT.md,54,3630,3,306,REGISTRY=3;RULE=2;STRUCT=1,,,71474097390c,
personal-finance-dss,personal-finance-dss/knowledge/roles/researcher-finpilot/01_CONTEXT.md,54,3940,3,306,REGISTRY=3;RULE=2;STRUCT=1,,,d0510fdadfd5,
character-a-analysis,character-a-analysis/10-life-history/00-protocol/02-process.md,77,10229,3,306,META=1;RULE=4;STRUCT=1,,,e6ea86c8e06c,
character-a-analysis,character-a-analysis/context-lab/06-history/2026-07-23-chat-image-limit-and-pdf-splitting.md,89,8883,3,306,META=1;REGISTRY=3;RULE=2,,,efaa60afc6ed,
portrait-of-taste,portrait-of-taste/standards/CHECKPOINT_ZIP_PROTOCOL.md,66,2657,3,306,REGISTRY=2;RULE=3;STRUCT=1,,,907cc4e14933,
portrait-of-taste,portrait-of-taste/reports/situations/2026-07-30-profile-destruction-post-mortem.md,187,13324,3,306,POSTMOR=1;RULE=4;STRUCT=1,,,64d1cc86eedc,
self-map,self-map/_knowledge-kit/protocol/02-process.md,77,10229,3,306,META=1;RULE=4;STRUCT=1,,,e6ea86c8e06c,
self-map,self-map/10-life-history/00-protocol/02-process.md,77,10229,3,306,META=1;RULE=4;STRUCT=1,,,e6ea86c8e06c,
exam-kit,exam-kit/experiments/2026-07-21-image-delivery.md,277,17896,3,306,REGISTRY=2;RULE=3;STRUCT=1,,,6842a1f416b8,
christ-walk,christ-walk/10-personal-and-reflection/Metodichka_Meditatsiya_Po_Khristiyanski.docx.md,762,63024,3,306,RETRO=1;RULE=3;STRUCT=2,,,70dce963a968,
health-vault,health-vault/README.md,95,8540,3,305,REGISTRY=1;RULE=3;STRUCT=1,,,1ce175609ea9,
personal-finance-dss,personal-finance-dss/docs/sandbox_runbook.md,214,14292,3,305,META=2;REGISTRY=1;RULE=2,,02-methodology-library/sandbox_runbook.md,02e513a16562,
personal-finance-dss,personal-finance-dss/knowledge/business/posts_pipeline.md,170,21299,3,305,META=1;REGISTRY=1;RULE=3,,,fd402539e2ec,
personal-finance-dss,personal-finance-dss/knowledge/guides/team_roles_process_methodology.md,428,33321,3,305,POSTMOR=1;RETRO=1;RULE=3,yes,,2c84537c2bc9,
personal-finance-dss,personal-finance-dss/knowledge/guides/research_analysis_business_methodology.md,464,37540,3,305,RETRO=1;RULE=2;STRUCT=2,yes,,9b3b87cc985d,
personal-finance-dss,personal-finance-dss/knowledge/roles/security-finpilot/01_CONTEXT.md,54,3539,3,305,REGISTRY=3;RULE=1;STRUCT=1,,,311ef365b1a5,
personal-finance-dss,personal-finance-dss/knowledge/roles/devops-finpilot/01_CONTEXT.md,54,3452,3,305,REGISTRY=3;RULE=1;STRUCT=1,,,0202e238e7fc,
personal-finance-dss,personal-finance-dss/knowledge/roles/mathematician-finpilot/01_CONTEXT.md,54,3564,3,305,REGISTRY=3;RULE=1;STRUCT=1,,,0e5ad27eea2e,
personal-finance-dss,personal-finance-dss/knowledge/roles/backend-finpilot/01_CONTEXT.md,54,3414,3,305,REGISTRY=3;RULE=1;STRUCT=1,,,089e1da1de87,
personal-finance-dss,personal-finance-dss/knowledge/roles/product-finpilot/01_CONTEXT.md,54,3417,3,305,REGISTRY=3;RULE=1;STRUCT=1,,,14894c7a64a4,
personal-finance-dss,personal-finance-dss/knowledge/roles/delivery-finpilot/01_CONTEXT.md,54,3516,3,305,REGISTRY=3;RULE=1;STRUCT=1,,,f33606afcda9,
personal-finance-dss,personal-finance-dss/knowledge/roles/qa-finpilot/01_CONTEXT.md,54,3477,3,305,REGISTRY=3;RULE=1;STRUCT=1,,,55ced3367d3f,
personal-finance-dss,personal-finance-dss/knowledge/roles/finanalyst-finpilot/01_CONTEXT.md,54,3618,3,305,REGISTRY=3;RULE=1;STRUCT=1,,,d88d34251899,
personal-finance-dss,personal-finance-dss/docs/reports/investigations/forecast_straight_line_investigation.md,151,14762,3,305,POSTMOR=1;REGISTRY=3;RULE=1,,,d0156ac76ed9,
personal-finance-dss,personal-finance-dss/docs/reports/engineering/v6_4_0_forecast_implementation_reasoning.md,255,20646,3,305,META=1;RULE=3;STRUCT=1,,,bb5f586a9094,
personal-finance-dss,personal-finance-dss/docs/reports/incidents/crud_delete_incident.md,90,7464,3,305,REGISTRY=2;RULE=2;STRUCT=1,,,f37b24eb7c68,
mission-control,mission-control/reports/2026-07-31-consolidation-brainstorm.md,172,12997,3,305,REGISTRY=2;RULE=2;STRUCT=1,,,8f71416ff051,
portrait-of-taste,portrait-of-taste/02-methodology-library/sandbox_runbook.md,214,14292,3,305,META=2;REGISTRY=1;RULE=2,yes,,b721c5a859e1,
portrait-of-taste,portrait-of-taste/02-methodology-library/team_roles_process_methodology.md,428,33321,3,305,POSTMOR=1;RETRO=1;RULE=3,yes,,2c84537c2bc9,
portrait-of-taste,portrait-of-taste/02-methodology-library/research_analysis_business_methodology.md,464,37540,3,305,RETRO=1;RULE=2;STRUCT=2,yes,,9b3b87cc985d,
portrait-of-taste,portrait-of-taste/reports/situations/2026-07-30-ignored-handles-and-photo-rendering.md,170,10297,3,305,META=1;POSTMOR=3;RULE=1,,,50b2f84eb128,
exam-kit,exam-kit/examples/2026-07-21-itkn/recognition_report.md,115,10008,3,305,REGISTRY=2;RETRO=2;RULE=1,,,34c14adcf7c5,
legal-knowledge-base,legal-knowledge-base/WATCHLOG.md,81,7133,3,304,META=1;RULE=1;STRUCT=2,,,6abdd671e2a0,
vevdokimovm.github.io,vevdokimovm.github.io/WATCHLOG.md,33,1976,3,304,META=1;REGISTRY=2;RULE=1,,,1d11328be5b7,
mission-control,mission-control/TASKS_HISTORY.md,95,13682,3,304,REGISTRY=2;RULE=1;STRUCT=1,,,758f3c9b47f1,
dota-dossier,dota-dossier/knowledge/pro-thinking/PIPELINE.md,172,10181,3,304,META=1;RULE=2;STRUCT=1,,,8ac5a0b6aab5,
personal-finance-dss,personal-finance-dss/docs/testing_infrastructure.md,184,13805,3,304,META=1;REGISTRY=1;RULE=2,,,835170f63275,
personal-finance-dss,personal-finance-dss/knowledge/guides/counterfactual_analysis_guide.md,113,9088,3,304,REGISTRY=1;RETRO=2;RULE=1,,,983f4586451a,
personal-finance-dss,personal-finance-dss/knowledge/project_meta/project_instructions_s.md,63,5570,3,304,META=1;REGISTRY=1;RULE=2,,,ba3363b53a01,
personal-finance-dss,personal-finance-dss/knowledge/project_meta/project_instructions_v.md,91,8104,3,304,META=1;REGISTRY=1;RULE=2,,,28f18c83d1d0,
personal-finance-dss,personal-finance-dss/knowledge/guides/templates/requirements_sop.md,238,22830,3,304,REGISTRY=1;RULE=2;STRUCT=1,yes,,2da916d42bbe,
personal-finance-dss,personal-finance-dss/docs/reports/adr/adr_015_irregular_income_floor.md,135,13523,3,304,REGISTRY=2;RULE=1;STRUCT=1,,,faa47e0282fc,
mission-control,mission-control/00-infrastructure/09-base-sync.md,197,11723,3,304,REGISTRY=1;RULE=2;STRUCT=1,,,56c114dd5964,
academic-portfolio,academic-portfolio/08-masters/vkr/Чертёж_записки_маги_FINPILOT.md,300,30521,3,304,META=2;RULE=1;STRUCT=1,,,2144fa5c92be,
portrait-of-taste,portrait-of-taste/prompts/PROMPT_batch3.md,52,2416,3,304,RETRO=2;RULE=1;STRUCT=1,,,6ae9068cc3cc,
portrait-of-taste,portrait-of-taste/reports/requirements/requirements_sop.md,238,22830,3,304,REGISTRY=1;RULE=2;STRUCT=1,yes,,2da916d42bbe,
portrait-of-taste,portrait-of-taste/reports/situations/2026-07-08-upakovka-arkhivov-v-repozitorii.md,96,12514,3,304,RETRO=2;RULE=1;STRUCT=1,yes,,0782cd05b5f0,
master-admission,master-admission/portfolio/vkr/Чертёж_записки_маги_FINPILOT.md,300,30521,3,304,META=2;RULE=1;STRUCT=1,,,2144fa5c92be,
christ-walk,christ-walk/05-sacraments/tainstvo-pokayaniya-rukovodstvo-po-ispovedi.md,333,29577,3,304,META=1;RULE=1;STRUCT=2,,,edb8a3b14276,
vevdokimovm,vevdokimovm/WATCHLOG.md,35,2218,3,303,META=1;REGISTRY=1;RULE=1,,,1faa91abdf83,
master-admission,master-admission/WATCHLOG.md,47,3202,3,303,META=1;REGISTRY=1;RULE=1,,,2f64d0711637,
ai-relay,ai-relay/WATCHLOG.md,42,2849,3,303,META=1;REGISTRY=1;RULE=1,,,0907642c2988,
research-engine,research-engine/WATCHLOG.md,36,2050,3,303,META=1;REGISTRY=1;RULE=1,,,21566519e022,
personal-finance-dss,personal-finance-dss/tests/test_spa_is_actually_served.py,130,7276,3,303,META=1;REGISTRY=1;RULE=1,,,2e5b890e5412,
personal-finance-dss,personal-finance-dss/docs/statement_parser_open_items.md,125,12875,3,303,RETRO=1;RULE=1;STRUCT=1,,,c0af3ae33531,
personal-finance-dss,personal-finance-dss/docs/reports/releases/milestone_4_release_report.md,36,2565,3,303,META=1;POSTMOR=1;REGISTRY=1,,,912ccc95d7c0,
personal-finance-dss,personal-finance-dss/docs/reports/adr/adr_006_reserve_floor_calibration.md,145,12996,3,303,REGISTRY=1;RETRO=1;RULE=1,,,db75f99ea6fe,
personal-finance-dss,personal-finance-dss/docs/reports/incidents/forward_build_wipeout_incident.md,94,8117,3,303,POSTMOR=1;REGISTRY=1;RULE=1,,,775ff9c46e82,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/FINPILOT_forward_build_wipeout_incident.md,94,8117,3,303,POSTMOR=1;REGISTRY=1;RULE=1,,,775ff9c46e82,
legal-knowledge-base,legal-knowledge-base/04-reference/kontakty-proverka.md,132,11520,3,303,RETRO=1;RULE=1;STRUCT=1,,,034d8db4d5d1,
portrait-of-taste,portrait-of-taste/docs/HOW_TO_USE.md,169,7489,3,303,META=1;RULE=1;STRUCT=1,,,d320deccc0fd,
portrait-of-taste,portrait-of-taste/reports/situations/2026-07-09-empty-repos-recovery.md,63,7933,3,303,META=1;RETRO=1;RULE=1,yes,,1709b41ea3f8,
portrait-of-taste,portrait-of-taste/reports/situations/2026-07-18-cowork-avtomatizatsiya-i-metodichki.md,123,10742,3,303,REGISTRY=1;RETRO=1;RULE=1,yes,,3d012b86e9ef,
portrait-of-taste,portrait-of-taste/reports/incidents/publish_stub_release_notes_incident.md,59,4913,3,303,REGISTRY=1;RULE=1;STRUCT=1,yes,,8c2783222253,
portrait-of-taste,portrait-of-taste/reports/experiments/token-consumption/README.md,52,3374,3,303,META=1;REGISTRY=1;RULE=1,,,0f4fb689da3b,
edu-base,edu-base/01-learning-how-to-learn/import/Факторы_успеха_ДНК.docx.md,706,58104,3,303,META=1;RETRO=1;RULE=1,,,a65013708157,
christ-walk,christ-walk/05-sacraments/Таинство_покаяния_руководство_по_исповеди.docx.md,264,29175,3,303,META=1;RULE=1;STRUCT=1,,,e061cb254bea,
misc-vault,misc-vault/reports/imports/heavy-originals/01-documents/raznoe/Books/Computer Science/sicp-ru.pdf.md,29584,2507020,2,299,META=1;RULE=127,,,4426fc9a6843,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/Уголовный кодекс Российской Федерации  от 13.06.1996 N 63-ФЗ.pdf.md,20036,1931558,2,299,META=5;RULE=301,,,b6c4d68534c5,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/Кодекс Российской Федерации об административных правонарушен.pdf.md,45543,4678315,2,299,META=1;RULE=733,,,2b44caf777df,
legal-knowledge-base,"legal-knowledge-base/04-reference/raznoe-import/""Трудовой кодекс Российской Федерации"" от 30.12.2001 N 197-ФЗ (ред. от 25.12.2023) (с изм.... \ КонсультантПлюс.pdf.md",12951,1822944,2,299,RULE=228;STRUCT=1,,,663f399c28f1,
edu-base,edu-base/05-books/computer-science/sicp-ru.pdf.md,29592,2511686,2,299,META=1;RULE=127,,,cda90dba8877,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Статьи каталога ДСО/Правоприменительная практика.pdf.md,3319,481671,2,277,META=1;RULE=76,,,7106f667eb0c,
it-base,it-base/04-study-guides/it-import/Code-Directory/SQL тренажер на Stepik/SQL_1.pdf.md,4398,288877,2,267,META=3;RULE=64,,,489fefeaf5d5,
it-base,it-base/02-code-archive/sql/stepik-sql-trainer/sql-1.pdf.md,4398,288877,2,267,META=3;RULE=64,,,09084bc00359,
security-forces,security-forces/reports/imports/telegram-sergastokh-ШЕБ-бот.md,1638,131559,2,257,RULE=56;STRUCT=1,,,f686e045ef24,
legal-knowledge-base,legal-knowledge-base/reports/imports/telegram-sergastokh-Юриспруденция.md,2781,351979,2,250,RULE=48;STRUCT=2,,,77e3af0f19d3,
personal-finance-dss,personal-finance-dss/deploy/publish/deploy.sh,2122,141376,2,246,REGISTRY=20;RULE=26,yes,,8e1340c6caa1,yes
portrait-of-taste,portrait-of-taste/templates/deploy.sh,2122,141376,2,246,REGISTRY=20;RULE=26,yes,,8e1340c6caa1,yes
master-admission,master-admission/exams/tickets/answers-09.04.01-2024.md,2868,329595,2,245,META=2;RULE=43,,,75c254bfc5b7,
master-admission,master-admission/procedure/raznoe-import/Ответы_билеты_09_04_01_МИСИС_2024.docx.md,1843,275645,2,245,META=2;RULE=43,,,776ba14dae03,
mission-control,mission-control/00-infrastructure/21-git-push-protocol.md,630,55825,2,238,REGISTRY=20;RULE=18,,,004cf555b126,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/ТЕПЛИЦА/02_Теплица_Разборы_цензура_и_регуляторика_2026.md,290,70186,2,232,RULE=31;STRUCT=1,,,48e30c887c63,
master-admission,master-admission/exams/tickets/tickets-09.04.01-2024.md,4587,197708,2,231,META=2;RULE=29,,,d94bbcedd959,
master-admission,master-admission/procedure/raznoe-import/2024_Билеты_09_04_01_Информатика_и_вычислительная_.docx.md,2902,134378,2,231,META=2;RULE=29,,,3fe57dc8242f,
character-a-analysis,character-a-analysis/10-life-history/09-history/handoff-prompt-session-38.md,210,24282,2,224,REGISTRY=21;RULE=3,,,dde2e211110a,
health-vault,health-vault/09-methodology/parasites.md,479,67813,2,223,RULE=20;STRUCT=3,,,d4d928255359,
misc-vault,misc-vault/01-documents/raznoe/Конспекты. Протоколы./Course - Programming on C++/1. Введение в язык C++.pdf.md,1842,107078,2,222,RULE=21;STRUCT=1,,,48d6ee30d7f1,
it-base,it-base/02-code-archive/cpp/programming-course-notes/1-vvedenie-v-yazyk-c.pdf.md,1842,107048,2,222,RULE=21;STRUCT=1,,,f576aa9fecf8,
personal-finance-dss,personal-finance-dss/knowledge/guides/scientific_article_gost.md,344,28629,2,221,META=1;RULE=20,yes,,bd07c7b69c9c,
personal-finance-dss,personal-finance-dss/knowledge/science/guides/scientific_article_gost_guide.md,344,28629,2,221,META=1;RULE=20,yes,,bd07c7b69c9c,
health-vault,health-vault/08-reports-and-analytics/parasites.docx.md,644,66468,2,221,RULE=20;STRUCT=1,,,891ce70d4abd,
legal-knowledge-base,legal-knowledge-base/reports/imports/telegram-sergastokh-Сознательный-отказ-от-военной-службы-в-России.md,761,113163,2,221,RULE=20;STRUCT=1,,,11ebd855a2d7,
portrait-of-taste,portrait-of-taste/02-methodology-library/scientific_article_gost.md,344,28629,2,221,META=1;RULE=20,yes,,bd07c7b69c9c,
science,science/01-how-science-works/raznoe-import/nauchnaya-statya-gost.md,344,28629,2,221,META=1;RULE=20,yes,,bd07c7b69c9c,
science,science/05-history/archive-import/nauchnaya-statya-gost.md,344,28629,2,221,META=1;RULE=20,yes,,bd07c7b69c9c,
edu-base,edu-base/06-speech-and-diction/books/nikolskaya-tekhnika-rechi.pdf.md,3289,257644,2,221,META=3;RULE=18,,,5787b3e387fa,
personal-finance-dss,personal-finance-dss/knowledge/guides/financial_recommendation_benchmarks.md,483,31304,2,220,RULE=16;STRUCT=4,,,835cff323e8b,
academic-portfolio,academic-portfolio/01-bachelor-thesis/validation/financial-advice-validation.md,483,31304,2,220,RULE=16;STRUCT=4,,,835cff323e8b,
self-map,self-map/06-communication/telegram-sergastokh-Василий.md,2445,305641,2,220,RULE=19;STRUCT=1,,,0716acec3341,
self-map,self-map/06-communication/telegram-Sergey.md,2392,300730,2,220,RULE=19;STRUCT=1,,,0dead2de783f,
health-vault,health-vault/09-methodology/meditsinskie-dokumenty.md,403,63734,2,219,RULE=18;STRUCT=1,,,2c5b0999b3eb,
health-vault,health-vault/08-reports-and-analytics/Медицинские_документы.docx.md,844,61412,2,219,RULE=18;STRUCT=1,,,339cc42f4ed9,
legal-knowledge-base,legal-knowledge-base/04-reference/reviziya-norm.md,525,61073,2,218,RULE=16;STRUCT=2,,,fc83bcc0ab93,
legal-knowledge-base,legal-knowledge-base/reports/imports/telegram-sergastokh-Азбука-призыва-бот-юридической-поддержки-Школы-призывника.md,1296,146183,2,218,RETRO=1;RULE=17,,,af235fe298e3,
it-base,it-base/05-tech-guides/it-guide.md,739,59446,2,218,RULE=16;STRUCT=2,,,6cd01058b0fd,
it-base,it-base/reports/imports/telegram-Computer-Science.md,1311,156555,2,218,META=1;RULE=17,,,0f495c915fea,
personal-finance-dss,personal-finance-dss/knowledge/guides/research_analysis_academic_methodology.md,593,47601,2,217,RULE=14;STRUCT=3,yes,,2a11dc4fdd42,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Все инструкции/КОНТЕКСТ_Василий_ЕДИНЫЙ.md,310,44860,2,217,REGISTRY=1;RULE=16,yes,,6f9c43f4f072,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/00_ЯДРО/КОНТЕКСТ_Василий_ЕДИНЫЙ.md,310,44860,2,217,REGISTRY=1;RULE=16,yes,,6f9c43f4f072,
portrait-of-taste,portrait-of-taste/docs/WATCHLOG.md,423,24877,2,217,REGISTRY=3;RULE=14,,,c6d9b55bb265,
portrait-of-taste,portrait-of-taste/02-methodology-library/research_analysis_academic_methodology.md,593,47601,2,217,RULE=14;STRUCT=3,yes,,2a11dc4fdd42,
portrait-of-taste,portrait-of-taste/standards/PROFILE_STANDARD.md,344,23503,2,217,RULE=15;STRUCT=2,,,d9d7630559ee,
portrait-of-taste,portrait-of-taste/01-claude-context/00-core/context-vasilii-unified.md,310,44593,2,217,REGISTRY=1;RULE=16,,00-infrastructure/kontekst-vasiliy-edinyy.md,a74297cd753c,
it-base,it-base/05-tech-guides/import/it_guide.docx.md,701,58847,2,217,RULE=16;STRUCT=1,,,6ab2f751502c,
personal-finance-dss,personal-finance-dss/docs/reports/recurrence_ledger.md,113,16455,2,216,REGISTRY=7;RULE=9,,,727cc1c32703,
character-a-analysis,character-a-analysis/10-life-history/09-history/zametki-dima-ch1-str28-55.md,721,98414,2,216,RETRO=1;RULE=15,,,f24af60fd783,
character-a-analysis,character-a-analysis/context-lab/06-history/harvest/iteration-03.md,436,38360,2,216,RULE=6;STRUCT=10,,,a1fb19cfc4a3,
misc-vault,misc-vault/01-documents/notes/Итерация №3.md,436,38360,2,216,RULE=6;STRUCT=10,,,a1fb19cfc4a3,
misc-vault,misc-vault/01-documents/raznoe/Конспекты. Протоколы./Course - Programming on C++/4. Объектно -vориентированное программирование.pdf.md,2132,153955,2,216,RULE=12;STRUCT=4,,,9a394b518de1,
