date,value,unit,region,breakdown
2021-03-31,263915,rub_per_sqm,Город Москва столица Российской Федерации город федерального значения,secondary|элитные квартиры
2021-03-31,152557,rub_per_sqm,Город Санкт-Петербург город федерального значения,primary|все типы квартир
2021-03-31,146628,rub_per_sqm,Город Санкт-Петербург город федерального значения,primary|квартиры среднего качества (типовые)
2021-03-31,159376,rub_per_sqm,Город Санкт-Петербург город федерального значения,primary|улучшенного качества
2021-03-31,254466,rub_per_sqm,Город Санкт-Петербург город федерального значения,primary|элитные квартиры
2021-03-31,143199,rub_per_sqm,Город Санкт-Петербург город федерального значения,secondary|все типы квартир
2021-03-31,121147,rub_per_sqm,Город Санкт-Петербург город федерального значения,secondary|квартиры среднего качества (типовые)
2021-03-31,117663,rub_per_sqm,Город Санкт-Петербург город федерального значения,secondary|низкого качества
2021-03-31,150380,rub_per_sqm,Город Санкт-Петербург город федерального значения,secondary|улучшенного качества
2021-03-31,321483,rub_per_sqm,Город Санкт-Петербург город федерального значения,secondary|элитные квартиры
2021-03-31,86630.3,rub_per_sqm,Город федерального значения Севастополь,primary|все типы квартир
2021-03-31,83395,rub_per_sqm,Город федерального значения Севастополь,primary|квартиры среднего качества (типовые)
2021-03-31,89431.4,rub_per_sqm,Город федерального значения Севастополь,primary|улучшенного качества
2021-03-31,86803.5,rub_per_sqm,Город федерального значения Севастополь,secondary|все типы квартир
2021-03-31,86066.5,rub_per_sqm,Город федерального значения Севастополь,secondary|квартиры среднего качества (типовые)
2021-03-31,92631.7,rub_per_sqm,Город федерального значения Севастополь,secondary|низкого качества
2021-03-31,85568.5,rub_per_sqm,Город федерального значения Севастополь,secondary|улучшенного качества
2021-03-31,97972.5,rub_per_sqm,Дальневосточный федеральный округ,primary|все типы квартир
2021-03-31,94406.5,rub_per_sqm,Дальневосточный федеральный округ,primary|квартиры среднего качества (типовые)
2021-03-31,99474.7,rub_per_sqm,Дальневосточный федеральный округ,primary|улучшенного качества
2021-03-31,169248,rub_per_sqm,Дальневосточный федеральный округ,primary|элитные квартиры
2021-03-31,87612.1,rub_per_sqm,Дальневосточный федеральный округ,secondary|все типы квартир
2021-03-31,82088.7,rub_per_sqm,Дальневосточный федеральный округ,secondary|квартиры среднего качества (типовые)
2021-03-31,81169.1,rub_per_sqm,Дальневосточный федеральный округ,secondary|низкого качества
2021-03-31,93447,rub_per_sqm,Дальневосточный федеральный округ,secondary|улучшенного качества
2021-03-31,135341,rub_per_sqm,Дальневосточный федеральный округ,secondary|элитные квартиры
2021-03-31,42617.7,rub_per_sqm,Еврейская автономная область,secondary|все типы квартир
2021-03-31,42034.8,rub_per_sqm,Еврейская автономная область,secondary|квартиры среднего качества (типовые)
2021-03-31,80108.3,rub_per_sqm,Забайкальский край,primary|все типы квартир
2021-03-31,80108.3,rub_per_sqm,Забайкальский край,primary|улучшенного качества
2021-03-31,72998.1,rub_per_sqm,Забайкальский край,secondary|все типы квартир
2021-03-31,67146.2,rub_per_sqm,Забайкальский край,secondary|квартиры среднего качества (типовые)
2021-03-31,80897,rub_per_sqm,Забайкальский край,secondary|улучшенного качества
2021-03-31,45216.2,rub_per_sqm,Ивановская область,primary|все типы квартир
2021-03-31,45079.6,rub_per_sqm,Ивановская область,primary|улучшенного качества
2021-03-31,52133.1,rub_per_sqm,Ивановская область,primary|элитные квартиры
2021-03-31,42595.8,rub_per_sqm,Ивановская область,secondary|все типы квартир
2021-03-31,39720.3,rub_per_sqm,Ивановская область,secondary|квартиры среднего качества (типовые)
2021-03-31,28717.9,rub_per_sqm,Ивановская область,secondary|низкого качества
2021-03-31,46247.5,rub_per_sqm,Ивановская область,secondary|улучшенного качества
2021-03-31,54096.3,rub_per_sqm,Ивановская область,secondary|элитные квартиры
2021-03-31,75726.5,rub_per_sqm,Иркутская область,primary|все типы квартир
2021-03-31,79892,rub_per_sqm,Иркутская область,primary|квартиры среднего качества (типовые)
2021-03-31,75267.4,rub_per_sqm,Иркутская область,primary|улучшенного качества
2021-03-31,62993.8,rub_per_sqm,Иркутская область,secondary|все типы квартир
2021-03-31,59729.6,rub_per_sqm,Иркутская область,secondary|квартиры среднего качества (типовые)
2021-03-31,76769.8,rub_per_sqm,Иркутская область,secondary|улучшенного качества
2021-03-31,31986.3,rub_per_sqm,Кабардино-Балкарская Республика,primary|все типы квартир
2021-03-31,26481.6,rub_per_sqm,Кабардино-Балкарская Республика,primary|квартиры среднего качества (типовые)
2021-03-31,32839,rub_per_sqm,Кабардино-Балкарская Республика,primary|улучшенного качества
2021-03-31,47366.8,rub_per_sqm,Кабардино-Балкарская Республика,primary|элитные квартиры
2021-03-31,52989.2,rub_per_sqm,Кабардино-Балкарская Республика,secondary|все типы квартир
2021-03-31,47096.5,rub_per_sqm,Кабардино-Балкарская Республика,secondary|квартиры среднего качества (типовые)
2021-03-31,51990.5,rub_per_sqm,Кабардино-Балкарская Республика,secondary|улучшенного качества
2021-03-31,91995.7,rub_per_sqm,Кабардино-Балкарская Республика,secondary|элитные квартиры
2021-03-31,69185.9,rub_per_sqm,Калининградская область,primary|все типы квартир
2021-03-31,63278,rub_per_sqm,Калининградская область,primary|квартиры среднего качества (типовые)
2021-03-31,75025.6,rub_per_sqm,Калининградская область,primary|улучшенного качества
2021-03-31,94079.2,rub_per_sqm,Калининградская область,primary|элитные квартиры
2021-03-31,64292.8,rub_per_sqm,Калининградская область,secondary|все типы квартир
2021-03-31,61595.2,rub_per_sqm,Калининградская область,secondary|квартиры среднего качества (типовые)
2021-03-31,40397.5,rub_per_sqm,Калининградская область,secondary|низкого качества
2021-03-31,68777.7,rub_per_sqm,Калининградская область,secondary|улучшенного качества
2021-03-31,103470,rub_per_sqm,Калининградская область,secondary|элитные квартиры
2021-03-31,59079.4,rub_per_sqm,Калужская область,primary|все типы квартир
2021-03-31,47642.6,rub_per_sqm,Калужская область,primary|квартиры среднего качества (типовые)
2021-03-31,66419.2,rub_per_sqm,Калужская область,primary|улучшенного качества
2021-03-31,61173.2,rub_per_sqm,Калужская область,primary|элитные квартиры
2021-03-31,54487.5,rub_per_sqm,Калужская область,secondary|все типы квартир
2021-03-31,53027.8,rub_per_sqm,Калужская область,secondary|квартиры среднего качества (типовые)
2021-03-31,47081.7,rub_per_sqm,Калужская область,secondary|низкого качества
2021-03-31,60564,rub_per_sqm,Калужская область,secondary|улучшенного качества
2021-03-31,82658.3,rub_per_sqm,Камчатский край,primary|все типы квартир
2021-03-31,73023.9,rub_per_sqm,Камчатский край,primary|квартиры среднего качества (типовые)
2021-03-31,83700.6,rub_per_sqm,Камчатский край,primary|улучшенного качества
2021-03-31,76988.9,rub_per_sqm,Камчатский край,secondary|все типы квартир
2021-03-31,70020.7,rub_per_sqm,Камчатский край,secondary|квартиры среднего качества (типовые)
2021-03-31,71137.4,rub_per_sqm,Камчатский край,secondary|низкого качества
2021-03-31,87812.1,rub_per_sqm,Камчатский край,secondary|улучшенного качества
2021-03-31,41599.8,rub_per_sqm,Карачаево-Черкесская Республика,primary|все типы квартир
2021-03-31,39668,rub_per_sqm,Карачаево-Черкесская Республика,primary|квартиры среднего качества (типовые)
2021-03-31,41760.3,rub_per_sqm,Карачаево-Черкесская Республика,primary|улучшенного качества
2021-03-31,48314.8,rub_per_sqm,Карачаево-Черкесская Республика,secondary|все типы квартир
2021-03-31,47852.7,rub_per_sqm,Карачаево-Черкесская Республика,secondary|квартиры среднего качества (типовые)
2021-03-31,50081.5,rub_per_sqm,Карачаево-Черкесская Республика,secondary|улучшенного качества
2021-03-31,56858.7,rub_per_sqm,Кемеровская область - Кузбасс,primary|все типы квартир
2021-03-31,56675.6,rub_per_sqm,Кемеровская область - Кузбасс,primary|квартиры среднего качества (типовые)
2021-03-31,57176.9,rub_per_sqm,Кемеровская область - Кузбасс,primary|улучшенного качества
2021-03-31,47910.9,rub_per_sqm,Кемеровская область - Кузбасс,secondary|все типы квартир
2021-03-31,44047.4,rub_per_sqm,Кемеровская область - Кузбасс,secondary|квартиры среднего качества (типовые)
2021-03-31,41344.2,rub_per_sqm,Кемеровская область - Кузбасс,secondary|низкого качества
2021-03-31,51855.4,rub_per_sqm,Кемеровская область - Кузбасс,secondary|улучшенного качества
2021-03-31,79032.3,rub_per_sqm,Кемеровская область - Кузбасс,secondary|элитные квартиры
2021-03-31,52908.6,rub_per_sqm,Кировская область,primary|все типы квартир
2021-03-31,49367.9,rub_per_sqm,Кировская область,primary|квартиры среднего качества (типовые)
2021-03-31,54719.7,rub_per_sqm,Кировская область,primary|улучшенного качества
2021-03-31,65785.5,rub_per_sqm,Кировская область,primary|элитные квартиры
2021-03-31,46781.5,rub_per_sqm,Кировская область,secondary|все типы квартир
2021-03-31,42509.6,rub_per_sqm,Кировская область,secondary|квартиры среднего качества (типовые)
2021-03-31,33906.4,rub_per_sqm,Кировская область,secondary|низкого качества
2021-03-31,49569.2,rub_per_sqm,Кировская область,secondary|улучшенного качества
2021-03-31,60296.1,rub_per_sqm,Кировская область,secondary|элитные квартиры
2021-03-31,55783.8,rub_per_sqm,Костромская область,primary|все типы квартир
2021-03-31,55783.8,rub_per_sqm,Костромская область,primary|улучшенного качества
2021-03-31,45435.2,rub_per_sqm,Костромская область,secondary|все типы квартир
2021-03-31,36167,rub_per_sqm,Костромская область,secondary|квартиры среднего качества (типовые)
2021-03-31,37241.1,rub_per_sqm,Костромская область,secondary|низкого качества
2021-03-31,51639,rub_per_sqm,Костромская область,secondary|улучшенного качества
2021-03-31,65623,rub_per_sqm,Костромская область,secondary|элитные квартиры
2021-03-31,63121.6,rub_per_sqm,Краснодарский край,primary|все типы квартир
2021-03-31,59460.1,rub_per_sqm,Краснодарский край,primary|квартиры среднего качества (типовые)
2021-03-31,68496.6,rub_per_sqm,Краснодарский край,primary|улучшенного качества
2021-03-31,87088.8,rub_per_sqm,Краснодарский край,primary|элитные квартиры
2021-03-31,66469.1,rub_per_sqm,Краснодарский край,secondary|все типы квартир
2021-03-31,64880.8,rub_per_sqm,Краснодарский край,secondary|квартиры среднего качества (типовые)
2021-03-31,62505.4,rub_per_sqm,Краснодарский край,secondary|низкого качества
2021-03-31,71092.2,rub_per_sqm,Краснодарский край,secondary|улучшенного качества
2021-03-31,62912.6,rub_per_sqm,Краснодарский край,secondary|элитные квартиры
2021-03-31,69844.6,rub_per_sqm,Красноярский край,primary|все типы квартир
2021-03-31,64078.7,rub_per_sqm,Красноярский край,primary|квартиры среднего качества (типовые)
2021-03-31,71575.6,rub_per_sqm,Красноярский край,primary|улучшенного качества
2021-03-31,61534.2,rub_per_sqm,Красноярский край,secondary|все типы квартир
2021-03-31,57115.3,rub_per_sqm,Красноярский край,secondary|квартиры среднего качества (типовые)
