время	процесс	вниз_Б	вверх_Б	дубли	не_в_срок	повторы
07:21:13	Tunnel	5262649	3816344	1403	0	68675
07:21:43	steam_osx	537979	124626	6529	0	5577
07:21:43	dota2	99387240	14255885	0	0	0
07:21:43	Tunnel	6266598	4116992	1403	2623	70956
07:22:13	steam_osx	538862	125096	6529	0	5577
07:22:13	dota2	100419736	14423680	0	0	0
07:22:13	Tunnel	7391915	2892098	1403	2623	70956
07:22:43	steam_osx	539268	125150	6529	0	5577
07:22:43	dota2	101452584	14623578	0	0	0
07:22:43	Tunnel	8468495	3038181	1403	2623	70956
07:23:13	steam_osx	553529	127513	6529	0	5577
07:23:13	dota2	102206890	14704136	0	0	0
07:23:13	Tunnel	9311258	3172727	1403	2623	70956
07:23:44	steam_osx	558309	128837	6529	0	5577
07:23:44	dota2	102727358	14829870	0	0	0
07:23:44	Tunnel	9887337	3249243	1403	2623	70956
07:24:14	steam_osx	548860	127705	6529	0	5577
07:24:14	dota2	103773412	15004711	0	0	0
07:24:14	Tunnel	11006553	3474289	1403	2623	70956
07:24:44	steam_osx	549349	127759	6529	0	5577
07:24:44	dota2	104746244	15184412	0	0	0
07:24:44	Tunnel	3705122	3211531	736	0	67660
07:25:14	steam_osx	550064	127813	6529	0	5577
07:25:14	dota2	105882599	15449241	0	0	0
07:25:14	Tunnel	4948117	3429395	736	0	73052
07:25:44	steam_osx	550830	127867	6529	0	5577
07:25:44	dota2	106942975	15627683	0	0	0
07:25:44	Tunnel	6073625	3714892	736	0	73052
07:26:14	steam_osx	551795	128337	6529	0	5577
07:26:14	dota2	107839813	15792244	0	0	0
07:26:14	Tunnel	7033757	2262527	736	0	63616
07:26:44	steam_osx	552163	128391	6529	0	5577
07:26:44	dota2	108752160	16014958	0	0	0
07:26:44	Tunnel	7894364	2428380	736	0	63386
07:27:15	steam_osx	553082	128445	6529	0	5577
07:27:15	dota2	109739040	16210880	0	0	0
07:27:15	Tunnel	8978119	2678483	736	0	63386
07:27:45	steam_osx	553279	128553	6529	0	5577
07:27:45	dota2	110934154	16390098	0	0	0
07:27:45	Tunnel	10254552	2839497	736	0	63386
07:28:15	steam_osx	553887	128643	6529	0	5577
07:28:15	dota2	111897457	16542290	0	0	0
07:28:15	Tunnel	11316256	4692865	1382	0	64734
07:28:45	steam_osx	554962	129215	6529	0	5577
07:28:45	dota2	112895363	16745739	0	0	0
07:28:45	Tunnel	12379559	3314232	1382	0	71191
07:29:15	steam_osx	555654	129685	6529	0	5577
07:29:15	dota2	113734688	16914192	0	0	0
07:29:15	Tunnel	13304940	5351096	1382	0	75235
07:29:45	steam_osx	557238	129739	6529	0	5577
07:29:45	dota2	114920658	17108445	0	0	0
07:29:45	Tunnel	14576670	5505449	1382	0	76583
07:30:15	steam_osx	558016	129847	6529	0	5577
07:30:15	dota2	116031125	17285024	0	0	0
07:30:15	Tunnel	15792803	5423467	1382	0	72539
07:30:45	steam_osx	558700	130317	6529	0	5577
07:30:45	dota2	117117069	17448793	0	0	0
07:30:45	Tunnel	16546211	4377522	1351	0	72539
07:31:15	steam_osx	559598	130371	6529	0	5577
07:31:15	dota2	118218401	17610033	0	0	0
07:31:15	Tunnel	17744888	4601107	1351	0	72539
07:31:46	steam_osx	559969	130425	6529	0	5577
07:31:46	dota2	119182319	17772020	0	0	0
07:31:46	Tunnel	18750761	4651582	1351	0	72539
07:32:16	steam_osx	561362	130895	6529	0	5577
07:32:16	dota2	120272383	17939808	0	0	0
07:32:16	Tunnel	19924728	7191051	1351	0	712045
07:32:46	steam_osx	561735	130949	6529	0	5577
07:32:46	dota2	121286850	18138251	0	0	0
07:32:46	Tunnel	20996634	7434574	1351	0	712045
07:33:16	steam_osx	562117	131003	6529	0	5577
07:33:16	dota2	122219066	18311796	0	0	0
07:33:16	Tunnel	21970003	5356821	1351	0	72539
07:33:46	steam_osx	563539	131473	6529	0	5577
07:33:46	dota2	123257342	18488725	0	0	0
07:33:46	Tunnel	23096874	7253973	1351	0	81625
07:34:16	steam_osx	563633	131527	6529	0	5577
07:34:16	dota2	124274118	18664466	0	0	0
07:34:16	Tunnel	24205030	7589571	2457	5886	81625
07:34:46	steam_osx	564890	131998	6529	0	5577
07:34:46	dota2	125490330	18859467	0	0	0
07:34:46	Tunnel	25448035	6148718	2457	5886	81625
07:35:17	steam_osx	565297	132052	6529	0	5577
07:35:17	dota2	126362085	19020313	0	0	0
07:35:17	Tunnel	26381241	6415442	2457	5886	81625
07:35:47	steam_osx	565980	132523	6529	0	5577
07:35:47	dota2	127360446	19188542	0	0	0
07:35:47	Tunnel	27450801	8359919	2457	5886	81625
07:36:17	steam_osx	566457	132577	6529	0	5577
07:36:17	dota2	128733752	19349116	0	0	0
07:36:17	Tunnel	28940167	8625448	2457	5886	81625
07:36:47	steam_osx	566844	132631	6529	0	5577
07:36:47	dota2	129938082	19536424	0	0	0
07:36:47	Tunnel	30158197	7127718	2457	5886	81625
07:37:17	steam_osx	567526	132739	6529	0	5577
07:37:17	dota2	131021651	19701884	0	0	0
07:37:17	Tunnel	31311725	7363586	2457	5886	81625
07:37:47	steam_osx	568405	133156	6529	0	5577
07:37:47	dota2	132139832	19870371	0	0	0
07:37:47	Tunnel	32513670	7582517	2457	5886	82736
