"territory osp","number","date","name of the organization","TIN","OGRN","part of law","structure of law","result","fact","total"
"УФССП России по Свердловской области","101/25/66000-АП","12.05.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","100/25/66000-АП","10.02.2026","ООО МКК ""Кредиска""","5262378712","1215200013170","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","98/25/66000-АП","19.05.2026","МФК Лайм-Займ (ООО)","7724889891","1137746831606","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","97/25/66000-АП","20.03.2026","ПАО МФК ""Займер""","5406836941","1235400049356","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","96/25/66000-АП","19.03.2026","ООО МФК ""Джой Мани""","5407496776","1145476064711","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","94/25/66000-АП","19.03.2026","ООО МКК ""Стабильные финансы""","7704493556","1197746381876","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","91/25/66000-АП","23.01.2026","ООО МКК Скорый займ","9718244306","1247700019764","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","89/25/66000-АП","23.01.2026","ПАО ""Совкомбанк""","4401116480","1144400000425","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","85/25/66000-АП","03.02.2026","ООО ""ПКО ""Агентство Судебного Взыскания""","7841019595","1157847071073","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","84/25/66000-АП","17.02.2026","ООО МФК ""Джой Мани""","5407496776","1145476064711","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","77/25/66000-АП","25.02.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","76/25/66000-АП","23.01.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","75/25/66000-АП","20.02.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","68/25/66000-АП","05.05.2026","Банк ВТБ (ПАО)","7702070139","1027739609391","ч.1 ст.14.57","230-ФЗ","200000.00","нет данных","нет данных"
"УФССП России по Свердловской области","66/25/66000-АП","20.02.2026","ПАО МФК Займер","5406836941","1235400049356","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","64/25/66000-АП","20.01.2026","ООО МКК ""Срочноденьги""","5260271530","1105260001857","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","61/25/66000-АП","30.03.2026","АО ""МКК универсального финансирования""","6162089317","1236100023433","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Свердловской области","60/25/66000-АП","27.01.2026","ООО МКК Академическая","5407973316","1195476007605","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","57/25/66000-АП","21.04.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","400000.00","нет данных","нет данных"
"УФССП России по Свердловской области","52/25/66000-АП","07.04.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","49/25/66000-АП","16.02.2026","Банк ВТБ (ПАО)","7702070139","1027739609391","ч.1 ст.14.57","230-ФЗ","200000.00","нет данных","нет данных"
"УФССП России по Свердловской области","46/25/66000-АП","23.01.2026","ООО МФК ""Мани Мен""","7704784072","1117746442670","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","44/25/66000-АП","23.01.2026","ПАО ""Банк Уралсиб""","274062111","1020280000190","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","39/25/66000-АП","12.02.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Свердловской области","37/25/66000-АП","19.01.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Свердловской области","93/24/66000-АП","10.01.2026","ООО ""ПКО ""М.Б.А. Финансы""","7726626680","1097746177693","ч.2 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Сахалинской области","4/26/65000-АП","22.06.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Сахалинской области","3/26/65000-АП","22.06.2026","ООО ПКО ""СКА""","1901107255","1121901001958","ч.1 ст.14.57","230-ФЗ","80000.00","нет данных","нет данных"
"УФССП России по Сахалинской области","1/26/65000-АП","30.03.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Сахалинской области","9/25/65000-АП","11.03.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","80000.00","нет данных","нет данных"
"УФССП России по Саратовской области","12/26/64000-АП","04.06.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","65000.00","нет данных","нет данных"
"УФССП России по Саратовской области","11/26/64000-АП","21.04.2026","ООО МКК ""Декада""","9719060559","1237700913780","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Саратовской области","7/26/64000-АП","18.05.2026","ООО МКК ""Диджитал Мани""","5445030457","1195476084968","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
